epoch,disease_head_accuracy,disease_head_loss,learning_rate,loss,severity_head_accuracy,severity_head_loss,stress_head_accuracy,stress_head_loss,val_disease_head_accuracy,val_disease_head_loss,val_loss,val_severity_head_accuracy,val_severity_head_loss,val_stress_head_accuracy,val_stress_head_loss
0,0.14730656147003174,2.6215567588806152,0.0010000000474974513,3.4285523891448975,0.41077375411987305,1.227298617362976,0.7553378939628601,0.6443169116973877,0.06239015981554985,2.993459463119507,4.111311912536621,0.2504393756389618,1.799187183380127,0.7504393458366394,0.720182478427887
1,0.18805092573165894,2.437379837036133,0.0010000000474974513,3.1876754760742188,0.4765915870666504,1.135323166847229,0.7886385917663574,0.6061558723449707,0.06854130327701569,2.7306575775146484,3.6354589462280273,0.2495606392621994,1.349367618560791,0.7504393458366394,0.7620036005973816
2,0.20156709849834442,2.359020709991455,0.0010000000474974513,3.0792665481567383,0.4893241822719574,1.0912315845489502,0.7970616817474365,0.5780737400054932,0.18804921209812164,2.498633861541748,3.342470407485962,0.4209138751029968,1.1932926177978516,0.7891036868095398,0.7410152554512024
3,0.2191968709230423,2.297846794128418,0.0010000000474974513,2.998461961746216,0.5091087222099304,1.060415267944336,0.8003917932510376,0.562432587146759,0.1924428790807724,2.366393566131592,3.1477224826812744,0.442882239818573,1.0975074768066406,0.7978910207748413,0.6558860540390015
